true_label,pred_label,human_response,correct,rt_pred_normalized,rt_human_normalized,rt_pred_seconds,rt_human_seconds
5,5,5,True,0.6499999761581421,0.2556004226207733,3.3506265339181924,1.4973609442906197
6,6,2,False,0.6499999761581421,0.1305636167526245,3.3506265339181924,0.9098186723128006
1,1,2,False,0.44999998807907104,0.06734873354434967,2.410835673334096,0.6127748071474677
5,1,3,False,0.6499999761581421,0.07835680991411209,3.3506265339181924,0.6645012580551768
7,7,7,True,0.5,0.19174958765506744,2.6457834585,1.1973287707001394
5,5,5,True,0.550000011920929,0.07051770389080048,2.880731243665904,0.6276656548803139
2,2,2,True,0.699999988079071,0.1819445937871933,3.5855743190840963,1.1512555498284054
5,5,5,True,0.6000000238418579,0.14347238838672638,3.1156790288318073,0.9704764039437639
1,3,1,True,0.5,0.41696974635124207,2.6457834585,2.2556280675895164
2,1,2,True,0.550000011920929,0.0792151391506195,2.880731243665904,0.6685345081547862
6,6,6,True,0.550000011920929,0.12556792795658112,2.880731243665904,0.8863441575493907
6,6,6,True,0.5,0.08322451263666153,2.6457834585,0.687374372071982
2,2,2,True,0.6499999761581421,0.11797970533370972,3.3506265339181924,0.8506874440788248
7,7,7,True,0.6000000238418579,0.07379548996686935,3.1156790288318073,0.6430678227845512
0,0,6,False,0.4000000059604645,0.10860172659158707,2.175888028207952,0.806620747889251
0,0,0,True,0.3499999940395355,0.09198231995105743,1.9409402430420482,0.7285269108889937
0,0,6,False,0.30000001192092896,0.06500895321369171,1.7059925979159036,0.6017802856395092
6,1,6,True,0.5,0.1059628501534462,2.6457834585,0.7942207873562783
4,4,4,True,0.6499999761581421,0.26698818802833557,3.3506265339181924,1.5508715367426131
4,7,4,True,0.699999988079071,0.10419343411922455,3.5855743190840963,0.7859063817730387
0,4,0,True,0.699999988079071,0.09310277551412582,3.5855743190840963,0.7337918806921218
6,6,0,False,0.44999998807907104,0.07787655293941498,2.410835673334096,0.6622445523429061
3,3,3,True,0.5,0.0811871811747551,2.6457834585,0.6778010440619668
4,4,4,True,0.550000011920929,0.1416417956352234,2.880731243665904,0.9618745317444823
7,7,1,False,0.6000000238418579,0.1082342341542244,3.1156790288318073,0.8048939176164879
0,4,5,False,0.6499999761581421,0.2723907232284546,3.3506265339181924,1.5762578042810311
6,6,6,True,0.6000000238418579,0.08618010580539703,3.1156790288318073,0.7012625701376953
6,6,2,False,0.5,0.2954772114753723,2.6457834585,1.684740164034261
6,4,3,False,0.6000000238418579,0.1116672158241272,3.1156790288318073,0.8210253425676326
3,3,7,False,0.550000011920929,0.06532420963048935,2.880731243665904,0.6032616612240407
2,2,1,False,0.699999988079071,0.13784712553024292,3.5855743190840963,0.9440435492637113
0,0,0,True,0.3499999940395355,0.04373280331492424,1.9409402430420482,0.5018046235641008
0,3,0,True,0.44999998807907104,0.15853632986545563,2.410835673334096,1.0412611807932826
0,0,0,True,0.30000001192092896,0.1375441700220108,1.7059925979159036,0.9426199750898588
2,2,1,False,0.699999988079071,0.04365602135658264,3.5855743190840963,0.5014438286290599
1,1,1,True,0.30000001192092896,0.09793854504823685,1.7059925979159036,0.7565149421067645
3,3,3,True,0.6499999761581421,0.08984319120645523,3.3506265339181924,0.7184752420709182
5,5,4,False,0.6499999761581421,0.08562852442264557,3.3506265339181924,0.6986707142713178
3,3,7,False,0.550000011920929,0.09281955659389496,2.880731243665904,0.7324610478489106
3,3,3,True,0.550000011920929,0.11779385805130005,2.880731243665904,0.8498141561394078
1,1,6,False,0.3499999940395355,0.10756244510412216,1.9409402430420482,0.8017372113807008
4,7,4,True,0.75,0.15001621842384338,3.82052210425,1.001225564087048
7,7,0,False,0.6000000238418579,0.23904548585414886,3.1156790288318073,1.4195700482998144
3,3,3,True,0.550000011920929,0.08581345528364182,2.880731243665904,0.6995396959881343
6,6,6,True,0.6499999761581421,0.13622456789016724,3.3506265339181924,0.936419224604696
0,0,6,False,0.3499999940395355,0.17693853378295898,1.9409402430420482,1.1277323012287355
6,6,6,True,0.5,0.12446070462465286,2.6457834585,0.8811413653994219
3,3,3,True,0.550000011920929,0.08591926842927933,2.880731243665904,0.7000369071537693
6,6,5,False,0.4000000059604645,0.4287550449371338,2.175888028207952,2.311006650391716
6,6,6,True,0.550000011920929,0.13615459203720093,2.880731243665904,0.9360904112497006
3,3,3,True,0.44999998807907104,0.18636773526668549,2.410835673334096,1.1720396907547226
5,5,5,True,0.6499999761581421,0.12198218703269958,3.3506265339181924,0.8694949238016669
5,5,5,True,0.6499999761581421,0.16077987849712372,3.3506265339181924,1.0518035139182427
3,3,3,True,0.5,0.06442374736070633,2.6457834585,0.5990304299146252
7,7,1,False,0.550000011920929,0.24145591259002686,2.880731243665904,1.430896534057354
5,5,5,True,0.6000000238418579,0.24971826374530792,3.1156790288318073,1.4697209468848174
1,1,1,True,0.3499999940395355,0.07274677604436874,1.9409402430420482,0.6381399636921612
2,1,3,False,0.44999998807907104,0.3233017921447754,2.410835673334096,1.8154866048908056
5,5,5,True,0.6000000238418579,0.16310589015483856,3.1156790288318073,1.0627333370573733
1,1,1,True,0.44999998807907104,0.0847378745675087,2.410835673334096,0.6944855910526742
4,4,4,True,0.550000011920929,0.11206921190023422,2.880731243665904,0.8229143038718038
1,1,1,True,0.550000011920929,0.07158750295639038,2.880731243665904,0.6326925921024567
5,5,5,True,0.6000000238418579,0.11861410737037659,3.1156790288318073,0.8536684704364852
7,7,7,True,0.6000000238418579,0.08037254214286804,3.1156790288318073,0.6739730922495905
6,1,1,False,0.550000011920929,0.08619651943445206,2.880731243665904,0.7013396970351671
4,4,4,True,0.6000000238418579,0.08696360141038895,3.1156790288318073,0.7049441804015324
0,0,5,False,0.4000000059604645,0.28892782330513,2.175888028207952,1.653964886475855
2,1,7,False,0.44999998807907104,0.10110026597976685,2.410835673334096,0.7713717251681445
0,5,0,True,0.6499999761581421,0.12243693321943283,3.3506265339181924,0.8716317554799189
3,3,3,True,0.5,0.0713300034403801,2.6457834585,0.6314826135715799
7,7,7,True,0.75,0.13946408033370972,3.82052210425,0.9516415464479654
5,5,5,True,0.75,0.13251709938049316,3.82052210425,0.9189979984598348
6,7,6,True,0.6499999761581421,0.08110248297452927,3.3506265339181924,0.6774030510658438
4,4,4,True,0.6000000238418579,0.09809773415327072,3.1156790288318073,0.757262964481427
4,7,5,False,0.699999988079071,0.9302187561988831,3.5855743190840963,4.6673618546333016
4,4,5,False,0.6499999761581421,0.13014400005340576,3.3506265339181924,0.9078469125009032
6,6,6,True,0.6000000238418579,0.09827084094285965,3.1156790288318073,0.7580763854237145
1,1,1,True,0.3499999940395355,0.14465878903865814,1.9409402430420482,0.9760512467244329
1,1,7,False,0.44999998807907104,0.006265914998948574,2.410835673334096,0.32574941700099785
5,5,4,False,0.6000000238418579,0.14304551482200623,3.1156790288318073,0.9684705444504605
7,7,7,True,0.550000011920929,0.09968531876802444,2.880731243665904,0.7647229524828244
0,4,5,False,0.699999988079071,0.42552316188812256,3.5855743190840963,2.2958201787268444
0,0,0,True,0.30000001192092896,0.180314302444458,1.7059925979159036,1.143594884851834
7,7,7,True,0.800000011920929,0.05599648132920265,4.055469889415903,0.5594310895737307
6,6,6,True,0.550000011920929,0.05467084050178528,2.880731243665904,0.553201963532326
2,1,2,True,0.5,0.1015671044588089,2.6457834585,0.7735653779787598
3,3,1,False,0.6499999761581421,0.45958223938941956,3.3506265339181924,2.455862237044316
7,7,7,True,0.6000000238418579,0.18381701409816742,3.1156790288318073,1.1600539678299593
5,5,0,False,0.550000011920929,0.08100447803735733,2.880731243665904,0.676942530317163
0,0,6,False,0.3499999940395355,0.15437203645706177,1.9409402430420482,1.0216933551969536
6,6,6,True,0.6000000238418579,0.13958069682121277,3.1156790288318073,0.9521895220263713
7,7,7,True,0.6499999761581421,0.10989769548177719,3.3506265339181924,0.8127104468452353
2,2,2,True,0.699999988079071,0.14752303063869476,3.5855743190840963,0.9895101879177441
4,5,4,True,0.699999988079071,0.1909467875957489,3.5855743190840963,1.193556449682172
3,3,1,False,0.5,0.03419959172606468,2.6457834585,0.45700849527792053
0,2,2,False,0.6000000238418579,0.1066887304186821,3.1156790288318073,0.7976316657553177
7,7,7,True,0.6000000238418579,0.1776180863380432,3.1156790288318073,1.130925487821838
5,5,5,True,0.699999988079071,0.11923260986804962,3.5855743190840963,0.8565747855825228
3,3,1,False,0.6499999761581421,0.06757958233356476,3.3506265339181924,0.61385955512353
4,4,2,False,0.6499999761581421,0.08875647187232971,3.3506265339181924,0.7133687972753944
5,5,5,True,0.6499999761581421,0.2642452120780945,3.3506265339181924,1.537982417330169
0,0,0,True,0.30000001192092896,0.10038162767887115,1.7059925979159036,0.7679948764306312
0,0,0,True,0.3499999940395355,0.13256193697452545,1.9409402430420482,0.9192086882778036
0,0,0,True,0.30000001192092896,0.04679259657859802,1.7059925979159036,0.5161824531434733
1,1,1,True,0.30000001192092896,0.08444070816040039,1.7059925979159036,0.6930892196020789
1,1,1,True,0.44999998807907104,0.06994995474815369,2.410835673334096,0.6249978274444794
6,1,6,True,0.6499999761581421,0.4438117444515228,3.3506265339181924,2.381757397579708
7,6,7,True,0.6000000238418579,0.19477203488349915,3.1156790288318073,1.2115311129560542
3,3,6,False,0.6499999761581421,0.10872264951467514,3.3506265339181924,0.8071889592128855
3,3,3,True,0.3499999940395355,0.16552883386611938,1.9409402430420482,1.0741186395138473
7,1,7,True,0.4000000059604645,0.040290068835020065,2.175888028207952,0.485627370601703
1,1,1,True,0.6000000238418579,0.19051598012447357,3.1156790288318073,1.191532104940632
5,5,5,True,0.699999988079071,0.3038000762462616,3.5855743190840963,1.7238489275931204
4,4,4,True,0.699999988079071,0.15673209726810455,3.5855743190840963,1.0327831737611617
4,2,1,False,0.6499999761581421,0.16747181117534637,3.3506265339181924,1.0832486016457046
6,6,6,True,0.6000000238418579,0.08410479128360748,3.1156790288318073,0.6915107614543659
4,4,4,True,0.6499999761581421,0.12035933881998062,3.3506265339181924,0.8618692337549978
2,2,2,True,0.8500000238418579,0.1307038813829422,4.290417674581807,0.9104777694402646
3,3,3,True,0.699999988079071,0.11198124289512634,3.5855743190840963,0.8225009415120901
0,0,0,True,0.30000001192092896,0.1053796261548996,1.7059925979159036,0.7914802442753921
4,7,7,False,0.6499999761581421,0.2481222003698349,3.3506265339181924,1.46222111757188
5,5,5,True,0.6000000238418579,0.11672235280275345,3.1156790288318073,0.8447792016410413
3,3,3,True,0.5,0.12335148453712463,2.6457834585,0.8759291905855754
7,7,4,False,0.6499999761581421,0.19736434519290924,3.3506265339181924,1.2237122613650149
0,4,5,False,0.6499999761581421,0.10076408833265305,3.3506265339181924,0.7697920416725368
0,0,0,True,0.5,0.09881904721260071,2.6457834585,0.7606523817873434
4,3,2,False,0.6499999761581421,0.2659081816673279,3.3506265339181924,1.545796635902887
5,5,6,False,0.550000011920929,0.0819772407412529,2.880731243665904,0.6815134980828046
5,5,5,True,0.6499999761581421,0.18956290185451508,3.3506265339181924,1.1870536334360529
1,1,1,True,0.30000001192092896,0.1255062371492386,1.7059925979159036,0.8860542752474995
5,5,5,True,0.6000000238418579,0.08740679919719696,3.1156790288318073,0.7070267466730293
6,2,4,False,0.6000000238418579,0.16182126104831696,3.1156790288318073,1.0566969232298282
1,1,2,False,0.44999998807907104,0.09261414408683777,2.410835673334096,0.7314958238074687
6,6,1,False,0.44999998807907104,0.09161460399627686,2.410835673334096,0.7267990303180352
5,5,5,True,0.6000000238418579,0.15450406074523926,3.1156790288318073,1.0223137313309523
2,2,2,True,0.550000011920929,0.08744567632675171,2.880731243665904,0.7072094285391246
7,7,7,True,0.6000000238418579,0.1691233515739441,3.1156790288318073,1.0910091149707049
2,2,1,False,0.6499999761581421,0.06681280583143234,3.3506265339181924,0.6102565071646981
1,1,1,True,0.44999998807907104,0.08159510791301727,2.410835673334096,0.6797178732782521
6,1,2,False,0.5,0.15325553715229034,2.6457834585,1.0164469756718815
2,2,2,True,0.699999988079071,0.13019923865795135,3.5855743190840963,0.9081064761948913
0,0,0,True,0.3499999940395355,0.5101571083068848,1.9409402430420482,2.6935112491286635
1,1,1,True,0.44999998807907104,0.0631188228726387,2.410835673334096,0.5928986490109509
5,5,5,True,0.6499999761581421,0.1831737905740738,3.3506265339181924,1.157031489703526
3,3,3,True,0.6499999761581421,0.09775445610284805,3.3506265339181924,0.7556499165131502
4,4,4,True,0.6000000238418579,0.0948202833533287,3.1156790288318073,0.7418623720244826
2,2,2,True,0.550000011920929,0.08083303272724152,2.880731243665904,0.6761369165914606
7,7,7,True,0.5,0.13044939935207367,2.6457834585,0.9092819699350237
1,1,7,False,0.4000000059604645,0.14085161685943604,2.175888028207952,0.958161517564607
3,3,3,True,0.6499999761581421,0.11002536118030548,3.3506265339181924,0.8133103421644268
4,2,4,True,0.6499999761581421,0.08413641154766083,3.3506265339181924,0.691659343639055
7,7,5,False,0.6499999761581421,0.0012537805596366525,3.3506265339181924,0.302197624906781
2,1,2,True,0.6499999761581421,0.14268779754638672,3.3506265339181924,0.96678964721877
5,5,4,False,0.800000011920929,0.08560194820165634,4.055469889415903,0.6985458338159016
6,6,6,True,0.5,0.2908106744289398,2.6457834585,1.6628123183931875
2,1,2,True,0.5,0.14760059118270874,2.6457834585,0.9898746413914986
3,3,3,True,0.699999988079071,0.11686976253986359,3.5855743190840963,0.8454718733008137
6,6,6,True,0.5,0.147542804479599,2.6457834585,0.9896031042980846
7,7,7,True,0.6000000238418579,0.09263531863689423,3.1156790288318073,0.7315953220564995
1,1,2,False,0.30000001192092896,0.08530034124851227,1.7059925979159036,0.6971285964411607
6,6,6,True,0.44999998807907104,0.19056446850299835,2.410835673334096,1.1917599496291231
2,2,2,True,0.6499999761581421,0.06040582060813904,3.3506265339181924,0.5801503745864908
1,1,2,False,0.4000000059604645,0.08456239104270935,2.175888028207952,0.6936610019395772
4,4,5,False,0.699999988079071,0.10371724516153336,3.5855743190840963,0.7836687914879217
0,0,0,True,0.4000000059604645,0.23794879019260406,2.175888028207952,1.4144167251948423
0,0,0,True,0.3499999940395355,0.050856996327638626,1.9409402430420482,0.5352808829713717
0,0,6,False,0.3499999940395355,0.13008151948451996,1.9409402430420482,0.9075533191453888
2,2,2,True,0.8500000238418579,0.34216201305389404,4.290417674581807,1.9041099263681012
3,3,3,True,0.5,0.24670934677124023,2.6457834585,1.4555821826796556
4,4,4,True,0.6000000238418579,0.1094534769654274,3.1156790288318073,0.81062308421198
5,5,5,True,0.550000011920929,0.1573411226272583,2.880731243665904,1.0356449562637204
1,1,1,True,0.3499999940395355,0.06910913437604904,1.9409402430420482,0.6210468507034985
3,3,3,True,0.6000000238418579,0.09779515117406845,3.1156790288318073,0.7558411408045668
5,5,5,True,0.75,0.1717683970928192,3.82052210425,1.1034380637338668
3,3,3,True,0.5,0.07089272141456604,2.6457834585,0.6294278451923173
4,4,7,False,0.550000011920929,0.10784837603569031,2.880731243665904,0.8030807878420143
2,2,2,True,0.699999988079071,0.15456871688365936,3.5855743190840963,1.0226175475889008
2,2,3,False,0.6499999761581421,0.06061672791838646,3.3506265339181924,0.5811414184585662
4,4,2,False,0.6000000238418579,0.10163608938455582,3.1156790288318073,0.7738895350117563
1,1,6,False,0.30000001192092896,0.41742467880249023,1.7059925979159036,2.2577657745162645
7,7,7,True,0.6000000238418579,0.1282605230808258,3.1156790288318073,0.8989965397486237
5,5,5,True,0.699999988079071,0.16660404205322266,3.5855743190840963,1.0791709939523153
0,4,0,True,0.699999988079071,0.26633355021476746,3.5855743190840963,1.5477954233883422
1,1,1,True,0.5,0.1259840428829193,2.6457834585,0.8882994626895623
1,1,1,True,0.550000011920929,0.08219568431377411,2.880731243665904,0.68253995450903
1,1,7,False,0.44999998807907104,0.12379287928342819,2.410835673334096,0.8780032844516307
5,5,4,False,0.6499999761581421,0.12187665700912476,3.3506265339181924,0.8689990430137459
0,5,6,False,0.6000000238418579,0.10198254883289337,3.1156790288318073,0.7755175322243456
1,1,2,False,0.4000000059604645,0.10834379494190216,2.175888028207952,0.8054087387818634
1,1,1,True,0.3499999940395355,0.176522359251976,1.9409402430420482,1.125776716009045
0,3,4,False,0.5,0.07639709115028381,2.6457834585,0.6552926285884948
7,7,6,False,0.699999988079071,0.26709306240081787,3.5855743190840963,1.551364336655828
7,7,0,False,0.6499999761581421,0.00044068312854506075,3.3506265339181924,0.2983769170065276
2,2,2,True,0.6499999761581421,0.17060481011867523,3.3506265339181924,1.0979704213889936
1,1,1,True,0.44999998807907104,0.07151610404253006,2.410835673334096,0.6323570918489514
1,1,1,True,0.4000000059604645,0.11076005548238754,2.175888028207952,0.8167626373222993
4,4,4,True,0.6499999761581421,0.12059048563241959,3.3506265339181924,0.8629553821286536
6,6,6,True,0.5,0.3133351504802704,2.6457834585,1.7686538083642611
4,4,4,True,0.550000011920929,0.19186797738075256,2.880731243665904,1.1978850786442274
0,0,3,False,0.3499999940395355,0.15270648896694183,1.9409402430420482,1.0138670231850502
1,1,3,False,0.5,0.02579989656805992,2.6457834585,0.41753870921941116
2,2,2,True,0.699999988079071,0.09696229547262192,3.5855743190840963,0.751927589689277
1,1,1,True,0.5,0.08569439500570297,2.6457834585,0.6989802371494602
3,3,3,True,0.550000011920929,0.07068509608507156,2.880731243665904,0.6284522231987424
7,7,7,True,0.6000000238418579,0.12829820811748505,3.1156790288318073,0.8991736200243442
6,6,2,False,0.550000011920929,0.13489890098571777,2.880731243665904,0.9301899760285017
5,5,5,True,0.6000000238418579,0.3161407709121704,3.1156790288318073,1.7818372913508962
7,7,5,False,0.6000000238418579,0.15818160772323608,3.1156790288318073,1.0395943575574083
7,7,5,False,0.6499999761581421,0.1218334287405014,3.3506265339181924,0.868795915342783
1,1,1,True,0.44999998807907104,0.10087009519338608,2.410835673334096,0.7702901630966078
5,1,5,True,0.6499999761581421,0.08675462752580643,3.3506265339181924,0.7039622216088461
1,1,1,True,0.5,0.2567298710346222,2.6457834585,1.502668171091137
1,1,1,True,0.30000001192092896,0.11638205498456955,1.7059925979159036,0.843180157648701
7,1,5,False,0.44999998807907104,0.07922744750976562,2.410835673334096,0.6685923445754052
1,1,5,False,0.550000011920929,0.373147577047348,2.880731243665904,2.0497096843019813
2,2,2,True,0.699999988079071,0.20414485037326813,3.5855743190840963,1.2555735472573175
4,4,4,True,0.6000000238418579,0.20125217735767365,3.1156790288318073,1.2419810081335694
6,1,7,False,0.550000011920929,0.260617196559906,2.880731243665904,1.5209345371837821
7,7,7,True,0.6499999761581421,0.11515316367149353,3.3506265339181924,0.8374056531811136
5,6,7,False,0.550000011920929,0.4779479205608368,2.880731243665904,2.542161738754664
4,4,4,True,0.6000000238418579,0.282537579536438,3.1156790288318073,1.6239374212324722
7,7,5,False,0.6499999761581421,0.15005981922149658,3.3506265339181924,1.0014304422550029
0,0,6,False,0.4000000059604645,0.2259138524532318,2.175888028207952,1.3578650993482995
7,7,4,False,0.6499999761581421,0.20221546292304993,3.3506265339181924,1.246507443255732
5,5,5,True,0.75,0.1742125302553177,3.82052210425,1.1149229344592513
4,4,4,True,0.550000011920929,0.16424772143363953,2.880731243665904,1.0680987503779078
0,5,0,True,0.699999988079071,0.11177151650190353,3.5855743190840963,0.8215154467154797
5,4,4,False,0.75,0.15289132297039032,3.82052210425,1.0147355497726487
0,0,1,False,0.15000000596046448,0.21779532730579376,1.0011493824579518,1.3197165183995447
7,1,7,True,0.44999998807907104,0.12936347723007202,2.410835673334096,0.9041792712030631
3,3,3,True,0.6000000238418579,0.09500657767057419,3.1156790288318073,0.7427377605602901
5,1,4,False,0.6499999761581421,0.0908464640378952,3.3506265339181924,0.7231895755402123
2,2,2,True,0.6499999761581421,0.0786522626876831,3.3506265339181924,0.6658895772196085
5,5,5,True,0.6499999761581421,0.2027166485786438,3.3506265339181924,1.2488624918890188
7,7,7,True,0.6499999761581421,0.10516683012247086,3.3506265339181924,0.7904803253835668
2,2,2,True,0.800000011920929,0.10827900469303131,4.055469889415903,0.805104292344998
6,6,6,True,0.5,0.09151361882686615,2.6457834585,0.7263245055934178
3,3,3,True,0.6499999761581421,0.295902818441391,3.3506265339181924,1.6867400718377912
7,7,7,True,0.6000000238418579,0.07645592093467712,3.1156790288318073,0.6555690670734867
1,1,1,True,0.4000000059604645,0.08620943129062653,2.175888028207952,0.7014003692609131
2,2,2,True,0.6499999761581421,0.11259736120700836,3.3506265339181924,0.8253960534773783
3,3,3,True,0.5,0.3320465087890625,2.6457834585,1.856577631243515
1,1,1,True,0.5,0.1268262267112732,2.6457834585,0.8922568462495342
3,7,7,False,0.699999988079071,0.06522304564714432,3.5855743190840963,0.602786296260867
1,1,1,True,0.44999998807907104,0.06754530221223831,2.410835673334096,0.6136984743903173
7,7,7,True,0.6000000238418579,0.21161174774169922,3.1156790288318073,1.2906601588674973
5,5,5,True,0.75,0.14613698422908783,3.82052210425,0.982997218789071
2,2,2,True,0.699999988079071,0.06371983885765076,3.5855743190840963,0.5957227958281794
0,3,2,False,0.6000000238418579,0.12952278554439545,3.1156790288318073,0.9049278537367631
4,4,4,True,0.6499999761581421,0.3568667769432068,3.3506265339181924,1.9732069440377202
3,3,3,True,0.550000011920929,0.0793958306312561,2.880731243665904,0.6693835692158326
1,1,1,True,0.4000000059604645,0.07594504207372665,2.175888028207952,0.6531684705084657
0,3,2,False,0.6000000238418579,0.21223071217536926,3.1156790288318073,1.2935686446298051
5,5,4,False,0.75,0.16139869391918182,3.82052210425,1.0547112994817538
0,6,0,True,0.44999998807907104,0.08430243283510208,2.410835673334096,0.6924394701285526
2,1,2,True,0.44999998807907104,0.06379635632038116,2.410835673334096,0.5960823479103561
7,7,7,True,0.6000000238418579,0.12444417178630829,3.1156790288318073,0.8810636783429127
3,3,3,True,0.44999998807907104,0.08363936096429825,2.410835673334096,0.6893237255223805
4,2,4,True,0.75,0.13648925721645355,3.82052210425,0.9376629877275202
5,6,5,True,0.550000011920929,0.16032876074314117,2.880731243665904,1.0496837320806938
3,3,3,True,0.5,0.18531635403633118,2.6457834585,1.167099298103869
4,4,4,True,0.6000000238418579,0.33305445313453674,3.1156790288318073,1.8613139159450902
2,2,2,True,0.699999988079071,0.07491347193717957,3.5855743190840963,0.6483211692876518
6,6,0,False,0.550000011920929,0.19043287634849548,2.880731243665904,1.1911416040716352
4,4,4,True,0.6000000238418579,0.08497919142246246,3.1156790288318073,0.6956195279942143
6,6,6,True,0.550000011920929,0.18918690085411072,2.880731243665904,1.18528682181199
6,6,6,True,0.5,0.09268035739660263,2.6457834585,0.7318069571428438
7,1,7,True,0.44999998807907104,0.09101495146751404,2.410835673334096,0.7239812903197977
0,0,0,True,0.44999998807907104,0.0863756462931633,2.410835673334096,0.7021814060088467
6,6,6,True,0.5,0.10129117965698242,2.6457834585,0.7722688198666539
6,6,6,True,0.550000011920929,0.21716314554214478,2.880731243665904,1.3167459250039573
0,0,7,False,0.3499999940395355,0.07982438802719116,1.9409402430420482,0.6713973409555403
2,7,0,False,0.6000000238418579,0.2683422565460205,3.1156790288318073,1.5572342432094848
4,4,4,True,0.699999988079071,0.11756869405508041,3.5855743190840963,0.848756120747445
3,3,3,True,0.550000011920929,0.1633712351322174,2.880731243665904,1.0639801810549034
3,7,3,True,0.699999988079071,0.1390058994293213,3.5855743190840963,0.9494885751874463
6,6,6,True,0.44999998807907104,0.06888964027166367,2.410835673334096,0.6200154578757553
0,4,5,False,0.6499999761581421,0.1730666160583496,3.3506265339181924,1.1095383356916833
2,2,2,True,0.6499999761581421,0.07748422771692276,3.3506265339181924,0.6604010339406499
4,4,4,True,0.550000011920929,0.11644438654184341,2.880731243665904,0.8434730508054187
5,1,4,False,0.5,0.11985038965940475,2.6457834585,0.8594777047643958
2,7,7,False,0.699999988079071,0.09215646237134933,3.5855743190840963,0.729345198212919
6,6,6,True,0.4000000059604645,0.1238960474729538,2.175888028207952,0.8784880670886218
5,5,5,True,0.6499999761581421,0.13364040851593018,3.3506265339181924,0.9242763770699223
5,2,3,False,0.6000000238418579,0.19819505512714386,3.1156790288318073,1.2276157296176304
7,2,1,False,0.75,0.2139723151922226,3.82052210425,1.301752358107615
6,6,7,False,0.44999998807907104,0.2103513479232788,2.410835673334096,1.2847375973643185
6,6,6,True,0.550000011920929,0.14696824550628662,2.880731243665904,0.9869032777772346
7,7,7,True,0.6000000238418579,0.1738019585609436,3.1156790288318073,1.112993676714322
7,7,7,True,0.6000000238418579,0.10284766554832458,3.1156790288318073,0.779582676379151
7,1,7,True,0.550000011920929,0.049700263887643814,2.880731243665904,0.5298454497711533
1,3,7,False,0.6499999761581421,0.17150874435901642,3.3506265339181924,1.1022179673303756
0,0,0,True,0.30000001192092896,0.07312729954719543,1.7059925979159036,0.6399280263497078
4,4,1,False,0.6499999761581421,0.15325984358787537,3.3506265339181924,1.01646721141711
5,5,5,True,0.550000011920929,0.14178934693336487,2.880731243665904,0.9625678685931118
1,1,1,True,0.5,0.15627744793891907,2.6457834585,1.0306467972121276
1,1,1,True,0.5,0.17583265900611877,2.6457834585,1.122535845877878
7,7,7,True,0.6499999761581421,0.03882868215441704,3.3506265339181924,0.47876038096134826
2,2,6,False,0.75,0.11771468818187714,3.82052210425,0.8494421405186475
