true_label,pred_label,human_response,correct,rt_pred_normalized,rt_human_normalized,rt_pred_seconds,rt_human_seconds,difficulty
1,1,1,True,0.5,0.32938286662101746,1.2166045232523368,0.7513345261153195,difficult
5,5,5,True,0.6499999761581421,0.17609326541423798,1.8585404532337682,0.4872759594981409,easy
1,1,6,False,0.42500001192092896,0.32388484477996826,0.9843241284909998,0.7397556267641824,difficult
1,7,1,True,0.375,0.27496758103370667,0.8546676046025562,0.6442815922686069,difficult
2,6,2,True,0.4000000059604645,0.3674525022506714,0.917207689157642,0.8366384899373777,easy
5,5,5,True,0.4000000059604645,0.3629290759563446,0.917207689157642,0.8260159286463169,difficult
2,2,2,True,0.375,0.34875139594078064,0.8546676046025562,0.7935878254920905,easy
2,2,2,True,0.6499999761581421,0.3462006449699402,1.8585404532337682,0.787890185755491,difficult
5,6,5,True,0.5249999761581421,0.5735049247741699,1.3056291398423443,1.4973611222553282,difficult
6,6,2,False,0.6000000238418579,0.3971366286277771,1.613731228054805,0.9098186720153664,difficult
1,7,2,False,0.3499999940395355,0.25721853971481323,0.7963918346867745,0.6127747893062826,difficult
5,6,3,False,0.44999998807907104,0.28590652346611023,1.056351707268158,0.6645012603952475,difficult
7,7,7,True,0.574999988079071,0.4943463206291199,1.5036983480910162,1.1973287041134602,difficult
5,5,5,True,0.574999988079071,0.26571816205978394,1.5036983480910162,0.6276656683079548,easy
2,2,2,True,0.824999988079071,0.4804553687572479,3.046948338637506,1.151255536311443,easy
5,6,5,True,0.574999988079071,0.41998448967933655,1.5036983480910162,0.9704764490903539,difficult
1,1,1,True,0.42500001192092896,0.7185476422309875,0.9843241284909998,2.255628082422205,difficult
2,7,2,True,0.44999998807907104,0.288048654794693,1.056351707268158,0.6685344831418906,difficult
6,6,6,True,0.4000000059604645,0.3878830373287201,0.917207689157642,0.8863441405931046,easy
6,6,6,True,0.8500000238418579,0.2978867292404175,3.2699082835139452,0.6873743702414682,easy
2,1,2,True,0.5,0.37334758043289185,1.2166045232523368,0.8506874494780519,easy
7,7,7,True,0.7250000238418579,0.2743000388145447,2.2971184362112322,0.6430678102736256,easy
0,0,6,False,0.4749999940395355,0.3545178472995758,1.1336499747310762,0.8066207315308143,difficult
0,0,0,True,0.574999988079071,0.318470299243927,1.5036983480910162,0.7285269434656814,difficult
0,0,6,False,0.5,0.25080934166908264,1.2166045232523368,0.6017803092509625,difficult
6,6,6,True,0.3499999940395355,0.3490336239337921,0.7963918346867745,0.7942207674090339,easy
4,5,4,True,0.550000011920929,0.5859348773956299,1.4011683379826365,1.5508715741954087,difficult
4,7,4,True,0.4749999940395355,0.34530818462371826,1.1336499747310762,0.7859063627017309,difficult
0,0,0,True,0.550000011920929,0.32101941108703613,1.4011683379826365,0.7337918993431104,difficult
6,6,0,False,0.550000011920929,0.28470224142074585,1.4011683379826365,0.66224452233093,easy
3,3,3,True,0.5,0.2929217517375946,1.2166045232523368,0.6778010131170126,difficult
4,4,4,True,0.4749999940395355,0.4168327748775482,1.1336499747310762,0.9618745231650175,easy
7,7,1,False,0.42500001192092896,0.35375919938087463,0.9843241284909998,0.8048939395869578,difficult
0,5,5,False,0.375,0.5916826128959656,0.8546676046025562,1.5762578347630158,difficult
6,5,6,True,0.5,0.3049679100513458,1.2166045232523368,0.701262557344732,easy
6,6,2,False,0.44999998807907104,0.6152441501617432,1.056351707268158,1.6847402971518288,easy
6,6,3,False,0.375,0.36078378558158875,0.8546676046025562,0.8210253043969292,difficult
3,3,7,False,0.44999998807907104,0.2516796886920929,1.056351707268158,0.6032616673305418,easy
2,2,1,False,0.550000011920929,0.4102088212966919,1.4011683379826365,0.944043572912611,difficult
0,0,0,True,0.375,0.1864938884973526,0.8546676046025562,0.5018046153867158,difficult
0,0,0,True,0.44999998807907104,0.44490644335746765,1.056351707268158,1.0412612074294227,difficult
0,0,0,True,0.6000000238418579,0.40967461466789246,1.613731228054805,0.9426200341145561,difficult
2,2,1,False,0.7250000238418579,0.18623928725719452,2.2971184362112322,0.5014438418762214,easy
1,1,1,True,0.4749999940395355,0.33181533217430115,1.1336499747310762,0.7565149898363646,easy
3,3,3,True,0.375,0.31355205178260803,0.8546676046025562,0.718475273216613,easy
5,5,4,False,0.4749999940395355,0.3036571145057678,1.1336499747310762,0.6986707217850429,easy
3,3,7,False,0.375,0.32037678360939026,0.8546676046025562,0.7324610352372408,difficult
3,3,3,True,0.30000001192092896,0.37298399209976196,0.6914900684414218,0.8498141713223255,easy
1,1,6,False,0.4000000059604645,0.3523681163787842,0.917207689157642,0.8017372322501489,difficult
4,5,4,True,0.625,0.431026816368103,1.7318154543676016,1.0012255413973423,difficult
7,7,0,False,0.4749999940395355,0.5546188950538635,1.1336499747310762,1.419570094251051,easy
3,3,3,True,0.44999998807907104,0.30409714579582214,1.056351707268158,0.6995397256186234,easy
6,7,6,True,0.30000001192092896,0.4073382318019867,0.6914900684414218,0.936419287991117,difficult
0,0,6,False,0.42500001192092896,0.47314727306365967,0.9843241284909998,1.1277323330734637,easy
6,6,6,True,0.4000000059604645,0.38579896092414856,0.917207689157642,0.8811413793962225,easy
3,3,3,True,0.5,0.3043486475944519,1.2166045232523368,0.7000368938863036,easy
6,6,5,False,0.44999998807907104,0.7271338701248169,1.056351707268158,2.311006820885844,easy
6,4,6,True,0.6499999761581421,0.40721389651298523,1.8585404532337682,0.9360904483739427,easy
3,3,3,True,0.574999988079071,0.4867893159389496,1.5036983480910162,1.17203971666065,easy
5,0,5,True,0.30000001192092896,0.3810887634754181,0.6914900684414218,0.8694949103090623,easy
5,5,5,True,0.550000011920929,0.4484725296497345,1.4011683379826365,1.0518035344328307,easy
3,3,3,True,0.42500001192092896,0.24918799102306366,0.9843241284909998,0.5990304124714034,easy
7,7,1,False,0.5249999761581421,0.5574321746826172,1.3056291398423443,1.430896502663734,difficult
5,5,5,True,0.7250000238418579,0.5669092535972595,2.2971184362112322,1.4697208937127806,easy
1,1,1,True,0.42500001192092896,0.2715768814086914,0.9843241284909998,0.6381399791071943,difficult
2,2,3,False,0.5,0.6417029500007629,1.2166045232523368,1.8154867422389194,difficult
5,4,5,True,0.6000000238418579,0.45213213562965393,1.613731228054805,1.0627333130142198,easy
1,1,1,True,0.550000011920929,0.30153021216392517,1.4011683379826365,0.6944855650427771,difficult
4,4,4,True,0.5,0.36159732937812805,1.2166045232523368,0.8229143056766082,easy
1,7,1,True,0.4000000059604645,0.26854202151298523,0.917207689157642,0.6326925703806294,difficult
5,5,5,True,0.375,0.37458592653274536,0.8546676046025562,0.8536684876785953,easy
7,7,7,True,0.75,0.2909168303012848,2.465209285897419,0.6739730657441559,easy
6,7,1,False,0.32499998807907104,0.30500686168670654,0.7420896158228739,0.7013397233257853,difficult
4,4,4,True,0.699999988079071,0.3068215548992157,2.140488538518224,0.7049441891995971,easy
0,0,5,False,0.44999998807907104,0.6087177395820618,1.056351707268158,1.6539647494652123,easy
2,1,7,False,0.44999998807907104,0.33869993686676025,1.056351707268158,0.7713716814432839,difficult
0,6,0,True,0.3499999940395355,0.38195767998695374,0.7963918346867745,0.871631759365936,difficult
3,3,3,True,0.5249999761581421,0.2678643763065338,1.3056291398423443,0.6314825988850441,difficult
7,7,7,True,0.5249999761581421,0.41304653882980347,1.3056291398423443,0.9516415623995019,difficult
5,5,5,True,0.44999998807907104,0.40069031715393066,1.056351707268158,0.9189980136602963,easy
6,6,6,True,0.4000000059604645,0.29271385073661804,0.917207689157642,0.6774030645792186,difficult
4,7,4,True,0.375,0.3321651518344879,0.8546676046025562,0.7572629388482113,difficult
4,7,5,False,0.550000011920929,0.9759649038314819,1.4011683379826365,4.667362012336624,easy
4,7,5,False,0.4749999940395355,0.3963685929775238,1.1336499747310762,0.9078468812349996,difficult
6,6,6,True,0.824999988079071,0.3325452208518982,3.046948338637506,0.7580764021600823,easy
1,1,1,True,0.5,0.42201218008995056,1.2166045232523368,0.9760512156472754,easy
1,1,7,False,0.375,0.03353632986545563,0.8546676046025562,0.32574941613038033,easy
5,7,4,False,0.4749999940395355,0.41925203800201416,1.1336499747310762,0.9684705438861538,easy
7,7,7,True,0.4749999940395355,0.3356354534626007,1.1336499747310762,0.7647229593370557,easy
0,2,5,False,0.7250000238418579,0.7247999310493469,2.2971184362112322,2.295820397211231,difficult
0,0,0,True,0.550000011920929,0.47809192538261414,1.4011683379826365,1.143594921524984,easy
7,7,7,True,0.4000000059604645,0.22497715055942535,0.917207689157642,0.5594310789592759,easy
6,6,6,True,0.5,0.22101333737373352,1.2166045232523368,0.5532019655153564,difficult
2,4,2,True,0.625,0.3397052586078644,1.7318154543676016,0.7735654016023256,easy
3,3,1,False,0.42500001192092896,0.7486552000045776,0.9843241284909998,2.4558620654711576,difficult
7,7,7,True,0.6000000238418579,0.48315051198005676,1.613731228054805,1.160053932118315,difficult
5,5,0,False,0.42500001192092896,0.29247310757637024,0.9843241284909998,0.6769425439492575,easy
0,0,6,False,0.5,0.43819060921669006,1.2166045232523368,1.0216933960416563,easy
6,2,6,True,0.3499999940395355,0.41325029730796814,0.7963918346867745,0.952189473026953,easy
7,7,7,True,0.675000011920929,0.3571804165840149,1.9945388460351807,0.8127104919324513,easy
2,2,2,True,0.44999998807907104,0.4268602132797241,1.056351707268158,0.9895101616951409,easy
4,4,4,True,0.675000011920929,0.4932292401790619,1.9945388460351807,1.1935563848605264,difficult
3,3,1,False,0.6000000238418579,0.15339167416095734,1.613731228054805,0.4570084987823786,difficult
0,6,2,False,0.550000011920929,0.35055068135261536,1.4011683379826365,0.7976316738525764,difficult
7,7,7,True,0.42500001192092896,0.4741481840610504,0.9843241284909998,1.130925423714218,easy
5,5,5,True,0.375,0.375789076089859,0.8546676046025562,0.8565748030477395,difficult
3,3,1,False,0.3499999940395355,0.2578446567058563,0.7963918346867745,0.6138595555006323,difficult
4,4,2,False,0.44999998807907104,0.31102705001831055,1.056351707268158,0.7133687981469993,difficult
5,5,5,True,0.4000000059604645,0.5829805135726929,0.917207689157642,1.537982418148661,difficult
0,0,0,True,0.375,0.3371468484401703,0.8546676046025562,0.7679948981840329,easy
0,0,0,True,0.3499999940395355,0.40077143907546997,0.7963918346867745,0.919208632979758,easy
0,0,0,True,0.3499999940395355,0.1964942216873169,0.7963918346867745,0.5161824503869771,easy
1,1,1,True,0.4749999940395355,0.30081772804260254,1.1336499747310762,0.6930892060575828,difficult
1,1,1,True,0.6499999761581421,0.2642103135585785,1.8585404532337682,0.6249978446138877,difficult
6,6,6,True,0.800000011920929,0.737808883190155,2.8391914807831236,2.38175738144956,difficult
7,2,7,True,0.7250000238418579,0.4985206723213196,2.2971184362112322,1.211531085517261,difficult
3,3,6,False,0.4749999940395355,0.3547671437263489,1.1336499747310762,0.8071889744131479,easy
3,3,3,True,0.32499998807907104,0.45590445399284363,0.7420896158228739,1.0741186083668957,easy
7,7,7,True,0.7250000238418579,0.1748935580253601,2.2971184362112322,0.48562737862376454,easy
1,2,1,True,0.550000011920929,0.4926283359527588,1.4011683379826365,1.1915320829151124,difficult
5,5,5,True,0.44999998807907104,0.6233677864074707,1.056351707268158,1.7238488470097675,easy
4,4,4,True,0.4749999940395355,0.44201233983039856,1.1336499747310762,1.0327831699167767,easy
4,2,1,False,0.5,0.4589007496833801,1.2166045232523368,1.0832486299008066,difficult
6,7,6,True,0.550000011920929,0.3000105917453766,1.4011683379826365,0.691510734922726,easy
4,4,4,True,0.42500001192092896,0.3779703974723816,0.9843241284909998,0.8618692344009196,easy
2,2,2,True,0.5249999761581421,0.39739298820495605,1.3056291398423443,0.9104777810977928,difficult
3,3,3,True,0.44999998807907104,0.3614194691181183,1.056351707268158,0.822500953641681,easy
0,0,0,True,0.574999988079071,0.3478100001811981,1.5036983480910162,0.7914802383356412,difficult
4,7,7,False,0.5249999761581421,0.565098226070404,1.3056291398423443,1.4622211722434353,easy
5,7,5,True,0.375,0.3708803653717041,0.8546676046025562,0.8447791820848841,easy
3,3,3,True,0.574999988079071,0.3836987316608429,1.5036983480910162,0.8759291888835703,easy
7,5,4,False,0.42500001192092896,0.5020621418952942,0.9843241284909998,1.2237122244761398,difficult
0,5,5,False,0.6499999761581421,0.3379742503166199,1.8585404532337682,0.7697920224661202,difficult
0,0,0,True,0.6000000238418579,0.333746075630188,1.613731228054805,0.7606523432856813,difficult
4,2,2,False,0.44999998807907104,0.5847745537757874,1.056351707268158,1.5457965390754624,difficult
5,1,6,False,0.15000000596046448,0.29485541582107544,0.45265082756849717,0.6815135053347507,easy
5,5,5,True,0.5,0.4912952780723572,1.2166045232523368,1.1870535792317007,difficult
1,1,1,True,0.42500001192092896,0.3877672553062439,0.9843241284909998,0.88605429404593,difficult
5,5,5,True,0.699999988079071,0.30786579847335815,2.140488538518224,0.7070267270017864,difficult
6,2,4,False,0.44999998807907104,0.4501156508922577,1.056351707268158,1.056696905753591,difficult
1,1,2,False,0.5249999761581421,0.3199099898338318,1.3056291398423443,0.7314958316657496,easy
6,2,1,False,0.4749999940395355,0.31762969493865967,1.1336499747310762,0.7267990485072434,easy
5,4,5,True,0.5,0.43840548396110535,1.2166045232523368,1.022313741223448,difficult
2,2,2,True,0.574999988079071,0.307957261800766,1.5036983480910162,0.7072094253307384,easy
7,7,7,True,0.699999988079071,0.4614277780056,2.140488538518224,1.0910090444736564,difficult
2,2,1,False,0.4000000059604645,0.25576072931289673,0.917207689157642,0.6102565114385013,easy
1,1,1,True,0.375,0.29392147064208984,0.8546676046025562,0.6797178675795272,easy
6,6,2,False,0.5,0.4363681375980377,1.2166045232523368,1.0164470182495984,difficult
2,7,2,True,0.44999998807907104,0.3964698016643524,1.056351707268158,0.9081064713322125,easy
0,0,0,True,0.44999998807907104,0.7813534736633301,1.056351707268158,2.693511190856186,easy
1,1,1,True,0.550000011920929,0.24554571509361267,1.4011683379826365,0.5928986535912358,easy
5,5,5,True,0.699999988079071,0.4822269678115845,2.140488538518224,1.1570314404988258,difficult
3,3,3,True,0.42500001192092896,0.33141028881073,0.9843241284909998,0.7556498899270596,difficult
4,5,4,True,0.30000001192092896,0.3248915672302246,0.6914900684414218,0.7418623687518273,easy
2,7,2,True,0.32499998807907104,0.2920515537261963,0.7420896158228739,0.6761369022226323,easy
7,7,7,True,0.4749999940395355,0.39692774415016174,1.1336499747310762,0.9092819758034221,difficult
1,2,7,False,0.5,0.4154636263847351,1.2166045232523368,0.958161522397879,difficult
3,6,3,True,0.375,0.35744160413742065,0.8546676046025562,0.8133103440684718,easy
4,2,4,True,0.5,0.30008664727211,1.2166045232523368,0.6916593189071515,easy
7,7,5,False,0.5,0.006969542242586613,1.2166045232523368,0.30219762490257657,easy
2,2,2,True,0.44999998807907104,0.41863709688186646,1.056351707268158,0.9667896572030976,easy
5,5,4,False,0.574999988079071,0.30359384417533875,1.5036983480910162,0.698545860017589,difficult
6,6,6,True,0.4749999940395355,0.61060631275177,1.1336499747310762,1.6628121296208442,easy
2,7,2,True,0.4749999940395355,0.4269905686378479,1.1336499747310762,0.9898746006148048,difficult
3,3,3,True,0.5,0.3711705207824707,1.2166045232523368,0.8454718857954431,difficult
6,6,6,True,0.44999998807907104,0.4268934726715088,1.056351707268158,0.9896031333592793,difficult
7,7,7,True,0.550000011920929,0.3199581503868103,1.4011683379826365,0.7315953558219875,difficult
1,1,2,False,0.42500001192092896,0.302874892950058,0.9843241284909998,0.6971286015632491,easy
6,6,6,True,0.6000000238418579,0.49269601702690125,1.613731228054805,1.1917599125118026,easy
2,2,2,True,0.4000000059604645,0.2378510981798172,0.917207689157642,0.58015037010329,difficult
1,1,2,False,0.375,0.30110964179039,0.8546676046025562,0.6936609721545672,easy
4,5,5,False,0.550000011920929,0.3442988693714142,1.4011683379826365,0.7836688046752566,difficult
0,0,0,True,0.4749999940395355,0.5533314347267151,1.1336499747310762,1.4144166588306881,difficult
0,0,0,True,0.6000000238418579,0.20935554802417755,1.613731228054805,0.5352808848846501,easy
0,0,6,False,0.44999998807907104,0.39625412225723267,1.056351707268158,0.907553364784096,easy
2,2,2,True,0.824999988079071,0.6585749983787537,3.046948338637506,1.9041098757762307,difficult
3,3,3,True,0.574999988079071,0.5634872913360596,1.5036983480910162,1.4555822303379045,difficult
4,4,4,True,0.6000000238418579,0.3562700152397156,1.613731228054805,0.8106230900552885,easy
5,5,5,True,0.42500001192092896,0.4429919123649597,0.9843241284909998,1.0356449905476492,easy
1,2,1,True,0.550000011920929,0.2619653344154358,1.4011683379826365,0.6210468165950932,easy
3,3,3,True,0.3499999940395355,0.3314998745918274,0.7963918346867745,0.7558411438285396,difficult
5,5,5,True,0.42500001192092896,0.4654378294944763,0.9843241284909998,1.1034380409207956,easy
3,3,3,True,0.4000000059604645,0.2667106091976166,0.917207689157642,0.6294278079338163,easy
4,4,7,False,0.4749999940395355,0.35296085476875305,1.1336499747310762,0.8030807839775269,difficult
2,2,2,True,0.4000000059604645,0.4385106563568115,0.917207689157642,1.0226175120911365,difficult
2,2,3,False,0.550000011920929,0.23845531046390533,1.4011683379826365,0.5811414221148646,easy
4,4,2,False,0.4749999940395355,0.33985355496406555,1.1336499747310762,0.7738895277952766,difficult
1,1,6,False,0.375,0.7188829779624939,0.8546676046025562,2.2577657918877367,difficult
7,7,7,True,0.3499999940395355,0.39290061593055725,0.7963918346867745,0.8989965625134287,difficult
5,4,5,True,0.574999988079071,0.45756569504737854,1.5036983480910162,1.0791710342986922,difficult
0,0,0,True,0.675000011920929,0.5852320194244385,1.9945388460351807,1.5477954208299736,difficult
1,1,1,True,0.32499998807907104,0.388663113117218,0.7420896158228739,0.8882994406428267,easy
1,1,1,True,0.375,0.29538819193840027,0.8546676046025562,0.682539964571069,easy
1,2,7,False,0.44999998807907104,0.3845359683036804,1.056351707268158,0.8780032738192257,difficult
5,5,4,False,0.42500001192092896,0.38088682293891907,0.9843241284909998,0.8689990465995031,easy
0,0,6,False,0.4000000059604645,0.3405974805355072,0.917207689157642,0.7755175506930202,difficult
1,2,2,False,0.4749999940395355,0.3539855480194092,1.1336499747310762,0.8054087544028412,difficult
1,1,1,True,0.375,0.47253286838531494,0.8546676046025562,1.1257767360803284,easy
0,0,4,False,0.7250000238418579,0.28096649050712585,2.2971184362112322,0.6552926401937822,difficult
7,2,6,False,0.44999998807907104,0.586047351360321,1.056351707268158,1.5513643989063266,difficult
7,7,0,False,0.574999988079071,0.00246534775942564,1.5036983480910162,0.2983769169733892,difficult
2,2,2,True,0.375,0.46367937326431274,0.8546676046025562,1.097970438207765,easy
1,1,1,True,0.675000011920929,0.26835426688194275,1.9945388460351807,0.6323570925170754,difficult
1,7,1,True,0.44999998807907104,0.35894104838371277,1.056351707268158,0.8167625950056397,difficult
4,4,4,True,0.4000000059604645,0.3784162402153015,0.917207689157642,0.862955390472117,easy
6,6,6,True,0.3499999940395355,0.6324511766433716,0.7963918346867745,1.7686538531882472,difficult
4,6,4,True,0.675000011920929,0.4945107698440552,1.9945388460351807,1.1978850459483865,difficult
0,0,3,False,0.5249999761581421,0.435468465089798,1.3056291398423443,1.0138670575692734,easy
1,1,3,False,0.4749999940395355,0.12141663581132889,1.1336499747310762,0.41753870584463443,easy
2,2,2,True,0.550000011920929,0.32966217398643494,1.4011683379826365,0.7519275643809337,easy
1,1,1,True,0.42500001192092896,0.3038139045238495,0.9843241284909998,0.6989802375509657,easy
3,3,3,True,0.4749999940395355,0.2661615014076233,1.1336499747310762,0.6284522290572249,easy
7,7,7,True,0.42500001192092896,0.39297032356262207,0.9843241284909998,0.8991736046991597,easy
6,6,2,False,0.4749999940395355,0.4049754738807678,1.1336499747310762,0.9301900246713173,difficult
5,5,5,True,0.6000000238418579,0.635080099105835,1.613731228054805,1.781837327130321,easy
7,7,5,False,0.6000000238418579,0.4443393051624298,1.613731228054805,1.0395943579418712,difficult
7,5,5,False,0.550000011920929,0.38080406188964844,1.4011683379826365,0.8687959090710587,difficult
1,7,1,True,0.6499999761581421,0.3382032513618469,1.8585404532337682,0.7702901573899807,easy
5,6,5,True,0.375,0.30632808804512024,0.8546676046025562,0.7039622022834785,difficult
1,1,1,True,0.574999988079071,0.5747573971748352,1.5036983480910162,1.5026682417076955,easy
1,1,1,True,0.5,0.370209664106369,1.2166045232523368,0.8431801520510567,difficult
7,7,5,False,0.5,0.28807929158210754,1.2166045232523368,0.668592343547076,difficult
1,1,5,False,0.5249999761581421,0.6846590638160706,1.3056291398423443,2.0497098718054407,easy
2,2,2,True,0.550000011920929,0.511161208152771,1.4011683379826365,1.2555736475373176,easy
4,7,4,True,0.574999988079071,0.5073079466819763,1.5036983480910162,1.2419809756688025,difficult
6,7,7,False,0.3499999940395355,0.5790346264839172,0.7963918346867745,1.5209344167403704,difficult
7,5,7,True,0.550000011920929,0.3677769601345062,1.4011683379826365,0.8374056585989127,difficult
5,5,7,False,0.44999998807907104,0.7608813047409058,1.056351707268158,2.542161690310484,difficult
4,4,4,True,0.6000000238418579,0.6022319197654724,1.613731228054805,1.62393758064428,difficult
7,5,5,False,0.42500001192092896,0.4310992658138275,0.9843241284909998,1.001430472119502,difficult
0,0,6,False,0.5249999761581421,0.5388869643211365,1.3056291398423443,1.3578651247456412,easy
7,5,4,False,0.699999988079071,0.5085957646369934,2.140488538518224,1.246507399940834,difficult
5,5,5,True,0.4749999940395355,0.4691033363342285,1.1336499747310762,1.114922962174,difficult
4,4,4,True,0.4749999940395355,0.4539148807525635,1.1336499747310762,1.0680987265821285,difficult
0,6,0,True,0.550000011920929,0.3609950542449951,1.4011683379826365,0.8215154406981661,difficult
5,5,4,False,0.44999998807907104,0.4357715845108032,1.056351707268158,1.0147355706538492,difficult
0,6,1,False,0.4749999940395355,0.5287990570068359,1.1336499747310762,1.3197163983817253,difficult
7,7,7,True,0.5,0.3949355483055115,1.2166045232523368,0.9041792198694165,easy
3,6,3,True,0.7250000238418579,0.32530903816223145,2.2971184362112322,0.742737758246018,easy
5,6,4,False,0.25,0.31586724519729614,0.6004060484703351,0.7231895565432667,difficult
2,2,2,True,0.42500001192092896,0.2866453528404236,0.9843241284909998,0.6658895781807327,easy
5,5,5,True,0.4749999940395355,0.5092639923095703,1.1336499747310762,1.24886258436353,easy
7,7,7,True,0.3499999940395355,0.3473624885082245,0.7963918346867745,0.790480317526228,easy
2,2,2,True,0.375,0.35385170578956604,0.8546676046025562,0.8051042994431415,easy
6,6,6,True,0.574999988079071,0.3173984885215759,1.5036983480910162,0.7263245137161151,difficult
3,5,3,True,0.550000011920929,0.6156641244888306,1.4011683379826365,1.686740200417219,difficult
7,7,7,True,0.4000000059604645,0.2811158001422882,0.917207689157642,0.6555690862234537,easy
1,1,1,True,0.4000000059604645,0.3050374686717987,0.917207689157642,0.7014003639140659,easy
2,2,2,True,0.375,0.3626633286476135,0.8546676046025562,0.8253960738913193,easy
3,3,3,True,0.42500001192092896,0.6496258974075317,0.9843241284909998,1.856577539309277,difficult
1,2,1,True,0.5249999761581421,0.3902367055416107,1.3056291398423443,0.8922568675203741,difficult
3,5,7,False,0.42500001192092896,0.2514006197452545,0.9843241284909998,0.6027862864477528,difficult
1,1,1,True,0.44999998807907104,0.2577517330646515,1.056351707268158,0.6136984412772324,difficult
7,7,7,True,0.42500001192092896,0.5209179520606995,0.9843241284909998,1.290660253295655,difficult
5,4,5,True,0.550000011920929,0.4245224893093109,1.4011683379826365,0.9829972387697923,easy
2,1,2,True,0.5249999761581421,0.24722792208194733,1.3056291398423443,0.5957228040305782,easy
0,4,2,False,0.44999998807907104,0.3952285349369049,1.056351707268158,0.9049278679242839,difficult
4,4,4,True,0.574999988079071,0.671193540096283,1.5036983480910162,1.973207025113769,easy
3,3,3,True,0.4000000059604645,0.2884979844093323,0.917207689157642,0.6693835857006688,easy
1,1,1,True,0.550000011920929,0.2798171043395996,1.4011683379826365,0.653168456624905,easy
0,4,2,False,0.6499999761581421,0.5217147469520569,1.8585404532337682,1.2935685785254203,difficult
5,6,4,False,0.75,0.4494498372077942,2.465209285897419,1.0547113117979268,easy
0,0,0,True,0.375,0.3004857003688812,0.8546676046025562,0.6924394424153506,difficult
2,2,2,True,0.75,0.24744150042533875,2.465209285897419,0.5960823282047802,easy
7,7,7,True,0.4749999940395355,0.38576772809028625,1.1336499747310762,0.8810636413769642,easy
3,3,3,True,0.3499999940395355,0.2988892197608948,0.7963918346867745,0.6893236955993249,easy
4,4,4,True,1.0,0.4078080952167511,4.995260750000001,0.9376630173114459,easy
5,5,5,True,0.5,0.44775834679603577,1.2166045232523368,1.0496837013081275,difficult
3,6,3,True,0.25,0.4852939546108246,0.6004060484703351,1.1670992591294305,difficult
4,5,4,True,0.4749999940395355,0.650527834892273,1.1336499747310762,1.8613138321212626,easy
2,2,2,True,0.4000000059604645,0.27718019485473633,0.917207689157642,0.6483211603236377,easy
6,6,0,False,0.5249999761581421,0.4925123155117035,1.3056291398423443,1.1911416335436686,easy
4,4,4,True,0.3499999940395355,0.3021077513694763,0.7963918346867745,0.695619516991134,easy
6,6,6,True,0.3499999940395355,0.4907680153846741,0.7963918346867745,1.1852868515453205,easy
6,6,6,True,0.32499998807907104,0.32006052136421204,0.7420896158228739,0.7318069512247912,difficult
7,7,7,True,0.4749999940395355,0.316254585981369,1.1336499747310762,0.7239812893381844,easy
0,0,0,True,0.375,0.30543145537376404,0.8546676046025562,0.7021814247989062,easy
6,6,6,True,0.5,0.33911141753196716,1.2166045232523368,0.772268823458021,easy
6,6,6,True,0.5,0.5280013680458069,1.2166045232523368,1.3167459595133082,easy
0,6,7,False,0.375,0.28956136107444763,0.8546676046025562,0.6713973575876193,easy
2,7,0,False,0.699999988079071,0.5873842239379883,2.140488538518224,1.55723415134166,difficult
