true_label,pred_label,correct,rt_pred_normalized,rt_human_normalized,rt_pred_seconds,rt_human_seconds
5,5,True,0.6,0.11759223,3.1156790288318073,0.8488667171474056
2,2,True,0.65,0.053589676,3.3506265339181924,0.5481216186469543
4,4,True,0.65,0.11020352,3.3506265339181924,0.8141474998459268
2,2,True,0.55,0.10486518,2.880731243665904,0.7890628779491868
4,4,True,0.5,0.16505156,2.6457834585,1.0718759727874532
3,3,True,0.55,0.095316775,2.880731243665904,0.7441953643956688
4,4,False,0.55,0.14631136,2.880731243665904,0.9838165914211314
2,2,True,0.65,0.1828938,3.3506265339181924,1.1557158161642667
7,7,True,0.65,0.22707585,3.3506265339181924,1.3633252495660462
4,4,True,0.65,0.14176622,3.3506265339181924,0.9624591977398425
5,5,False,0.6,0.103712365,3.1156790288318073,0.7836458599773253
3,3,True,0.5,0.14577559,2.6457834585,0.9812990266470986
4,4,True,0.6,0.07146285,3.1156790288318073,0.6321068407989614
1,1,True,0.55,0.12902948,2.880731243665904,0.9026098456198292
5,5,False,0.6,0.122805685,3.1156790288318073,0.8733645024325153
6,6,False,0.45,0.0643821,2.410835673334096,0.5988347243509088
4,4,True,0.6,0.10671567,3.1156790288318073,0.7977582616977862
0,0,False,0.55,0.10030956,2.880731243665904,0.7676562252825403
4,4,True,0.55,0.12267291,2.880731243665904,0.8727405902945923
6,6,False,0.5,0.10420091,2.6457834585,0.7859414967427002
6,6,True,0.5,0.13037427,2.6457834585,0.9089289297016578
3,3,True,0.4,0.29060298,2.175888028207952,1.6618363813101542
4,4,True,0.55,0.14609723,2.880731243665904,0.9828104057500745
0,0,False,0.4,0.023518583,2.175888028207952,0.4068189194618772
3,3,True,0.55,0.07345766,2.880731243665904,0.6414803670822988
0,0,False,0.4,0.1933451,2.175888028207952,1.2048260092775285
2,2,False,0.6,0.077488504,3.1156790288318073,0.6604211296461191
1,1,False,0.6,0.08075435,3.1156790288318073,0.6757671766167899
6,6,True,0.45,0.15803938,2.410835673334096,1.0389260178058262
5,5,True,0.6,0.12605903,3.1156790288318073,0.8886518027241314
3,3,True,0.45,0.09026989,2.410835673334096,0.7204802963356051
0,0,True,0.5,0.09637158,2.6457834585,0.7491518616188497
4,4,False,0.6,0.27607846,3.1156790288318073,1.593586324105191
1,1,False,0.65,0.14992578,3.3506265339181924,1.0008006134372467
1,1,False,0.6,0.17679848,3.1156790288318073,1.127074184379587
7,7,True,0.4,0.084400296,2.175888028207952,0.6928993256883763
2,2,True,0.65,0.15745921,3.3506265339181924,1.0361998638102148
1,1,True,0.55,0.13720492,2.880731243665904,0.9410258324890967
4,4,False,0.8,0.24418812,4.055469889415903,1.4437350290967867
1,1,False,0.5,0.095727116,2.6457834585,0.7461235368324628
6,6,True,0.4,0.2331221,2.175888028207952,1.391736305886927
3,3,False,0.6,0.03124507,3.1156790288318073,0.44312532989105957
0,0,False,0.5,0.17084241,2.6457834585,1.099086888370553
5,5,True,0.85,0.20737793,4.290417674581807,1.2707656205125635
2,2,True,0.7,0.09855285,3.5855743190840963,0.7594015466566711
7,7,True,0.6,0.15083693,3.1156790288318073,1.0050820490003955
6,6,True,0.6,0.103887215,3.1156790288318073,0.7844674732455357
6,6,True,0.55,0.17156528,2.880731243665904,1.102483622753896
2,2,True,0.6,0.06495098,3.1156790288318073,0.6015078732975992
5,5,True,0.6,0.08908973,3.1156790288318073,0.7149347568745839
1,1,True,0.5,0.14117326,2.6457834585,0.9596728966675829
2,2,False,0.6,0.05735084,3.1156790288318073,0.5657951614282561
1,1,False,0.6,0.105530545,3.1156790288318073,0.7921894056168302
4,4,True,0.6,0.117981255,3.1156790288318073,0.8506947261463119
5,5,False,0.7,0.08564041,3.5855743190840963,0.6987265551253656
7,7,True,0.5,0.059836544,2.6457834585,0.5774753701129887
2,2,True,0.65,0.0973736,3.3506265339181924,0.7538602784083106
7,7,True,0.55,0.05145584,2.880731243665904,0.5380948243911364
4,4,True,0.6,0.13819833,3.1156790288318073,0.9456938478079799
4,4,True,0.7,0.14130747,3.5855743190840963,0.9603035657238954
4,4,True,0.55,0.08687898,2.880731243665904,0.7045465375048079
4,4,True,0.55,0.074298315,2.880731243665904,0.6454305736046032
3,3,True,0.6,0.12709044,3.1156790288318073,0.8934983687362086
4,4,True,0.6,0.09888187,3.1156790288318073,0.7609475856000906
7,7,True,0.5,0.07752269,2.6457834585,0.6605817552501139
4,4,True,0.6,0.17866036,3.1156790288318073,1.1358230983262045
0,0,False,0.35,0.23040886,1.9409402430420482,1.3789869461543318
6,6,True,0.6,0.14649254,3.1156790288318073,0.9846679631382074
7,7,True,0.6,0.08134371,3.1156790288318073,0.6785365678881058
4,4,True,0.55,0.10494552,2.880731243665904,0.7894403901305023
3,3,True,0.5,0.11033177,2.6457834585,0.814750125940426
7,7,True,0.6,0.09609464,3.1156790288318073,0.7478505071449855
5,4,False,0.9,0.24156407,4.525365179668192,1.4314047383440995
7,7,True,0.6,0.09018969,3.1156790288318073,0.7201034143332068
4,4,False,0.65,0.14154416,3.3506265339181924,0.9614157614927937
3,3,False,0.5,0.589532,2.6457834585,3.06649034343342
2,2,True,0.7,0.074675135,3.5855743190840963,0.6472012363220485
7,7,True,0.65,0.14034094,3.3506265339181924,0.9557618662679617
0,0,False,0.5,0.058253605,2.6457834585,0.5700372108090829
2,2,True,0.5,0.12654193,2.6457834585,0.8909209369650459
7,7,True,0.7,0.13093086,3.5855743190840963,0.911544312247609
4,4,True,0.6,0.12776294,3.1156790288318073,0.8966584359262205
3,3,False,0.5,0.15481861,2.6457834585,1.023791780971199
1,1,True,0.5,0.08209994,2.6457834585,0.6820900417721214
7,7,False,0.6,0.1209398,3.1156790288318073,0.8645967881482025
1,1,True,0.55,0.05337375,2.880731243665904,0.5471069955803954
5,5,True,0.6,0.06165038,3.1156790288318073,0.5859985049575658
1,1,False,0.55,0.103372574,2.880731243665904,0.7820491966608945
2,2,True,0.65,0.19666578,3.3506265339181924,1.2204297294054358
3,3,True,0.6,0.068082884,3.1156790288318073,0.6162245465797318
