true_label,pred_label,human_response,correct,congruency,rt_pred_normalized,rt_human_normalized,rt_pred_seconds,rt_human_seconds
3,2,3,True,1,1.0,0.4171554446220398,0.971,0.6169999996816915
3,1,0,False,1,0.4000000059604645,0.32430335879325867,0.6088195772640365,0.5740000036699657
1,1,1,True,1,0.5,0.1596893072128296,0.658077503034407,0.5050000020323402
0,1,0,True,1,0.44999998807907104,0.5037494897842407,0.6329695552826582,0.6600000042038996
1,2,1,True,1,0.6499999761581421,0.4337139427661896,0.7395366334422223,0.6250000060421259
2,2,2,True,1,0.6499999761581421,0.523078203201294,0.7395366334422223,0.6700000089266277
1,2,1,True,1,1.0,0.3596412241458893,0.971,0.5899999944934109
3,1,3,True,0,0.4000000059604645,0.32430335879325867,0.6088195772640365,0.5740000036699657
2,1,2,True,1,0.5,0.46017464995384216,0.658077503034407,0.6380000032773165
0,1,0,True,1,0.4000000059604645,0.4108906090259552,0.6088195772640365,0.6140000037210799
0,1,0,True,0,0.44999998807907104,0.328774094581604,0.6329695552826582,0.5760000046448289
3,0,3,True,1,0.6000000238418579,0.5976111888885498,0.7113207692620573,0.7099999849109374
2,2,2,True,0,0.75,0.5037494897842407,0.7993705370142242,0.6600000042038996
0,2,0,True,0,0.800000011920929,0.3574608564376831,0.8310790978922871,0.5890000008539068
0,3,0,True,1,0.3499999940395355,0.40038084983825684,0.5855909908654705,0.6089999968669422
0,2,0,True,1,0.6499999761581421,0.5421205163002014,0.7395366334422223,0.6799999933743011
3,3,3,True,1,0.3499999940395355,0.3310036361217499,0.5855909908654705,0.5770000013431426
0,2,0,True,0,0.8500000238418579,0.3130580186843872,0.8640454394695402,0.5690000053822707
0,2,0,True,1,0.6000000238418579,0.5095786452293396,0.7113207692620573,0.6629999853834717
2,1,2,True,0,0.5,0.46620437502861023,0.658077503034407,0.6410000019167172
3,2,3,True,0,0.949999988079071,0.40038084983825684,0.9339529695901586,0.6089999968669422
3,2,2,False,1,0.6000000238418579,0.3790999948978424,0.7113207692620573,0.5989999996127661
2,0,2,True,1,0.550000011920929,0.3596412241458893,0.6841814055442375,0.5899999944934109
3,2,3,True,0,0.949999988079071,0.3704880177974701,0.9339529695901586,0.5950000053605375
2,0,2,True,0,0.6000000238418579,0.40038084983825684,0.7113207692620573,0.6089999968669422
3,1,3,True,1,0.5,0.4439556896686554,0.658077503034407,0.6299999975354973
0,0,0,True,0,0.550000011920929,0.3661602735519409,0.6841814055442375,0.592999998817374
1,2,1,True,0,1.0,0.48412567377090454,0.971,0.6500000013936217
0,2,0,True,1,0.75,0.3618179261684418,0.7993705370142242,0.591000000410564
1,2,1,True,0,0.75,0.2694052755832672,0.7993705370142242,0.5500000017162529
2,0,2,True,1,0.6000000238418579,0.4087955057621002,0.7113207692620573,0.6129999952092078
0,2,0,True,0,0.8999999761581421,0.42338991165161133,0.8983194123648568,0.6200000046867694
0,2,0,True,0,0.6499999761581421,0.5496591925621033,0.7395366334422223,0.6840000120373209
3,2,3,True,1,0.8999999761581421,0.5921686887741089,0.8983194123648568,0.7069999836614034
0,2,0,True,0,0.6499999761581421,0.3704880177974701,0.7395366334422223,0.5950000053605375
3,2,3,True,0,0.6000000238418579,0.4087955057621002,0.7113207692620573,0.6129999952092078
0,1,0,True,0,0.5,0.25294145941734314,0.658077503034407,0.542999993858368
1,1,1,True,1,0.5,0.3812440037727356,0.658077503034407,0.599999998363473
2,1,2,True,1,0.5,0.5939854383468628,0.658077503034407,0.7079999956924453
0,0,0,True,0,0.550000011920929,0.3220621347427368,0.6841814055442375,0.5729999981902032
3,1,2,False,1,0.5,0.29256507754325867,0.658077503034407,0.5599999986660849
1,2,1,True,1,0.8999999761581421,0.3220621347427368,0.8983194123648568,0.5729999981902032
3,2,3,True,0,0.8999999761581421,0.4500617980957031,0.8983194123648568,0.632999994670712
3,0,1,False,1,0.6000000238418579,0.3876546621322632,0.7113207692620573,0.6029999976780734
3,2,3,True,0,0.75,0.3790999948978424,0.7993705370142242,0.5989999996127661
3,2,3,True,1,1.0,0.40248969197273254,0.971,0.6100000002618106
0,0,0,True,1,0.550000011920929,0.328774094581604,0.6841814055442375,0.5760000046448289
2,0,2,True,1,0.6000000238418579,0.27639713883399963,0.7113207692620573,0.553000001098508
1,2,1,True,0,0.6000000238418579,0.24582049250602722,0.7113207692620573,0.5400000017738655
0,2,0,True,0,0.8500000238418579,0.28335118293762207,0.8640454394695402,0.5560000043586534
1,0,1,True,0,0.6000000238418579,0.26706618070602417,0.7113207692620573,0.5490000035364818
2,3,2,True,1,0.30000001192092896,0.5903494358062744,0.5632486689650297,0.7060000090442848
2,1,2,True,1,0.44999998807907104,0.27639713883399963,0.6329695552826582,0.553000001098508
2,2,2,True,1,1.0,0.22663603723049164,0.971,0.5320000016500914
0,0,0,True,0,0.6000000238418579,0.2810373306274414,0.7113207692620573,0.5549999965892977
0,0,0,True,0,0.550000011920929,0.6850826740264893,0.6841814055442375,0.7599999911836276
1,3,1,True,1,0.3499999940395355,0.4920111894607544,0.5855909908654705,0.6540000026505938
0,0,0,True,1,0.550000011920929,0.40248969197273254,0.6841814055442375,0.6100000002618106
1,2,1,True,0,0.75,0.49789372086524963,0.7993705370142242,0.6569999938720841
1,2,1,True,1,0.699999988079071,0.26706618070602417,0.768871768122878,0.5490000035364818
3,0,3,True,1,0.550000011920929,0.523078203201294,0.6841814055442375,0.6700000089266277
3,1,3,True,1,0.44999998807907104,0.3769524097442627,0.6329695552826582,0.5980000036639656
2,1,2,True,0,0.4000000059604645,0.4682080149650574,0.6088195772640365,0.642000002023176
2,0,2,True,1,0.550000011920929,0.40248969197273254,0.6841814055442375,0.6100000002618106
2,1,2,True,1,0.5,0.40248969197273254,0.658077503034407,0.6100000002618106
3,1,3,True,0,0.5,0.21205741167068481,0.658077503034407,0.5259999997071105
2,2,2,True,1,1.0,0.4171554446220398,0.971,0.6169999996816915
3,0,3,True,0,0.550000011920929,0.3443003296852112,0.6841814055442375,0.5830000058412748
2,1,2,True,1,0.5,0.2694052755832672,0.658077503034407,0.5500000017162529
0,1,0,True,0,0.44999998807907104,0.29256507754325867,0.6329695552826582,0.5599999986660849
0,1,0,True,0,0.5,0.40248969197273254,0.658077503034407,0.6100000002618106
3,2,3,True,1,0.8500000238418579,0.5037494897842407,0.8640454394695402,0.6600000042038996
0,2,0,True,1,0.6000000238418579,0.33322933316230774,0.7113207692620573,0.5780000053118328
3,1,3,True,1,0.44999998807907104,0.3596412241458893,0.6329695552826582,0.5899999944934109
3,0,3,True,0,0.550000011920929,0.0,0.6841814055442375,0.446
1,2,1,True,0,0.6499999761581421,0.3220621347427368,0.7395366334422223,0.5729999981902032
2,2,2,True,0,0.6499999761581421,0.4439556896686554,0.7395366334422223,0.6299999975354973
3,0,3,True,1,0.6000000238418579,0.28796637058258057,0.7113207692620573,0.5579999946350287
0,2,0,True,0,0.8500000238418579,0.1748705953359604,0.8640454394695402,0.5109999996742717
0,2,0,True,1,1.0,0.306263267993927,0.971,0.565999999023059
3,2,3,True,1,0.75,0.5976111888885498,0.7993705370142242,0.7099999849109374
1,2,1,True,0,0.6499999761581421,0.3508974313735962,0.7395366334422223,0.5860000008743051
2,2,2,True,0,0.6499999761581421,0.306263267993927,0.7395366334422223,0.565999999023059
2,1,2,True,0,0.5,0.3812440037727356,0.658077503034407,0.599999998363473
1,1,1,True,0,0.4000000059604645,0.2193673849105835,0.6088195772640365,0.5289999970624468
2,2,2,True,0,0.6499999761581421,0.6138017773628235,0.7395366334422223,0.7189999932327383
3,2,3,True,0,0.6499999761581421,0.33322933316230774,0.7395366334422223,0.5780000053118328
1,1,1,True,0,0.44999998807907104,0.7380936741828918,0.6329695552826582,0.7919999892543018
1,2,1,True,1,0.949999988079071,0.4641976058483124,0.9339529695901586,0.6400000013129329
1,2,1,True,1,1.0,0.3812440037727356,0.971,0.599999998363473
3,2,3,True,0,0.6499999761581421,0.3130580186843872,0.7395366334422223,0.5690000053822707
3,2,3,True,0,0.949999988079071,0.24582049250602722,0.9339529695901586,0.5400000017738655
3,0,3,True,1,0.550000011920929,0.7574223875999451,0.6841814055442375,0.8039999946823273
1,0,1,True,1,0.6000000238418579,0.5364373922348022,0.7113207692620573,0.6770000015404591
1,0,1,True,1,0.550000011920929,0.3940335214138031,0.6841814055442375,0.6060000044077539
1,1,1,True,0,0.44999998807907104,0.12093255668878555,0.6329695552826582,0.489999999500772
3,1,3,True,0,0.5,0.3769524097442627,0.658077503034407,0.5980000036639656
3,2,3,True,0,0.6499999761581421,0.5848760008811951,0.7395366334422223,0.7029999894420969
3,2,3,True,1,0.699999988079071,0.48807448148727417,0.768871768122878,0.6520000033843422
2,2,2,True,1,0.800000011920929,0.3639909327030182,0.8310790978922871,0.5919999991910871
1,1,1,True,0,0.5,0.3354511559009552,0.658077503034407,0.5789999971512589
2,1,2,True,0,0.5,0.3769524097442627,0.658077503034407,0.5980000036639656
0,0,0,True,0,0.550000011920929,0.35527676343917847,0.6841814055442375,0.5879999979029831
0,2,0,True,1,0.8500000238418579,0.4581584334373474,0.8640454394695402,0.6370000008314272
1,2,1,True,1,0.699999988079071,0.5037494897842407,0.768871768122878,0.6600000042038996
2,1,2,True,0,0.5,0.2647227942943573,0.658077503034407,0.5479999938412414
3,2,3,True,1,0.6499999761581421,0.5793792009353638,0.7395366334422223,0.6999999930529267
0,2,0,True,1,1.0,0.3812440037727356,0.971,0.599999998363473
0,1,0,True,0,0.44999998807907104,0.3107970952987671,0.6329695552826582,0.5680000053827252
3,0,3,True,1,0.550000011920929,0.4439556896686554,0.6841814055442375,0.6299999975354973
0,0,0,True,1,0.6000000238418579,0.4459942877292633,0.7113207692620573,0.6309999984516933
2,2,2,True,1,1.0,0.27871933579444885,0.971,0.5540000019118512
0,0,0,True,0,0.6000000238418579,0.2576669752597809,0.7113207692620573,0.5450000004380767
0,2,0,True,0,0.800000011920929,0.2717401087284088,0.8310790978922871,0.5509999944515519
2,2,2,True,0,0.699999988079071,0.3310036361217499,0.768871768122878,0.5770000013431426
3,0,3,True,1,0.550000011920929,0.7168209552764893,0.6841814055442375,0.7789999977994572
3,2,3,True,0,0.8500000238418579,0.29256507754325867,0.8640454394695402,0.5599999986660849
3,0,1,False,0,0.550000011920929,0.38978445529937744,0.6841814055442375,0.6039999939804539
2,2,2,True,0,0.800000011920929,0.22904980182647705,0.8310790978922871,0.5329999974819276
1,2,1,True,1,0.6499999761581421,0.633317232131958,0.7395366334422223,0.7299999888020932
1,2,1,True,1,1.0,0.49004432559013367,0.971,0.6529999943573211
1,2,1,True,1,0.75,0.3153149485588074,0.7993705370142242,0.5699999949628566
1,2,1,True,1,0.699999988079071,0.48610159754753113,0.768871768122878,0.651000004150087
3,2,3,True,1,0.699999988079071,0.42131510376930237,0.768871768122878,0.6189999980109001
2,0,2,True,1,0.550000011920929,0.5421205163002014,0.6841814055442375,0.6799999933743011
2,2,2,True,0,0.699999988079071,0.4939750134944916,0.768871768122878,0.6549999932755893
2,2,2,True,1,0.6000000238418579,0.6173721551895142,0.7113207692620573,0.7209999940943931
2,2,2,True,0,0.6000000238418579,0.523078203201294,0.7113207692620573,0.6700000089266277
3,2,3,True,0,0.6000000238418579,0.48412567377090454,0.7113207692620573,0.6500000013936217
2,0,2,True,0,0.550000011920929,0.6438384652137756,0.6841814055442375,0.7359999988901547
3,2,0,False,0,0.800000011920929,0.4459942877292633,0.8310790978922871,0.6309999984516933
2,1,2,True,0,0.5,0.3310036361217499,0.658077503034407,0.5770000013431426
0,1,0,True,1,0.44999998807907104,0.4129822850227356,0.6329695552826582,0.6150000037195905
0,2,0,True,1,0.6000000238418579,0.48412567377090454,0.7113207692620573,0.6500000013936217
2,2,2,True,1,0.699999988079071,0.6629064679145813,0.768871768122878,0.7469999861876896
1,2,1,True,0,0.699999988079071,0.2242177128791809,0.768871768122878,0.5309999982366974
2,2,2,True,0,0.699999988079071,0.29256507754325867,0.768871768122878,0.5599999986660849
2,1,2,True,0,0.44999998807907104,0.24819853901863098,0.6329695552826582,0.5410000011131741
3,2,2,False,0,0.699999988079071,0.3812440037727356,0.768871768122878,0.599999998363473
0,2,0,True,0,0.949999988079071,0.42338991165161133,0.9339529695901586,0.6200000046867694
1,1,2,False,1,0.5,0.4439556896686554,0.658077503034407,0.6299999975354973
3,1,3,True,1,0.44999998807907104,0.24582049250602722,0.6329695552826582,0.5400000017738655
3,0,3,True,1,0.6000000238418579,0.6048322319984436,0.7113207692620573,0.7140000087524918
1,2,1,True,1,0.800000011920929,0.5793792009353638,0.8310790978922871,0.6999999930529267
1,2,1,True,0,0.8999999761581421,0.4761914908885956,0.8983194123648568,0.6460000047372518
0,2,0,True,1,0.75,0.29026779532432556,0.7993705370142242,0.559000002995557
0,3,0,True,0,0.3499999940395355,0.2694052755832672,0.5855909908654705,0.5500000017162529
1,2,1,True,1,0.800000011920929,0.37264642119407654,0.8310790978922871,0.5960000009269539
3,2,3,True,1,0.75,0.4581584334373474,0.7993705370142242,0.6370000008314272
0,2,0,True,0,1.0,0.2717401087284088,0.971,0.5509999944515519
3,2,3,True,0,0.8999999761581421,0.5994202494621277,0.8983194123648568,0.7109999869912261
1,1,1,True,0,0.44999998807907104,0.25294145941734314,0.6329695552826582,0.542999993858368
1,1,1,True,0,0.5,0.5421205163002014,0.658077503034407,0.6799999933743011
1,1,1,True,0,0.5,0.6951902508735657,0.658077503034407,0.7660000173863697
1,0,1,True,1,0.6000000238418579,0.4761914908885956,0.7113207692620573,0.6460000047372518
1,2,3,False,1,0.8500000238418579,0.19731153547763824,0.8640454394695402,0.5199999990084729
3,2,3,True,1,0.6499999761581421,0.3812440037727356,0.7395366334422223,0.599999998363473
1,0,1,True,0,0.550000011920929,0.22179484367370605,0.6841814055442375,0.530000000488792
0,1,0,True,0,0.44999998807907104,0.40038084983825684,0.6329695552826582,0.6089999968669422
1,2,1,True,1,0.699999988079071,0.32654064893722534,0.768871768122878,0.5749999945167829
1,2,1,True,0,0.8500000238418579,0.48412567377090454,0.8640454394695402,0.6500000013936217
2,2,2,True,0,0.6000000238418579,0.4087955057621002,0.7113207692620573,0.6129999952092078
1,0,1,True,0,0.550000011920929,0.26002323627471924,0.6841814055442375,0.5460000046421294
1,1,1,True,1,0.5,0.2694052755832672,0.658077503034407,0.5500000017162529
2,1,2,True,0,0.5,0.4087955057621002,0.658077503034407,0.6129999952092078
2,2,2,True,1,0.8999999761581421,0.37264642119407654,0.8983194123648568,0.5960000009269539
3,2,3,True,1,0.6000000238418579,0.33988335728645325,0.7113207692620573,0.5810000010414563
0,2,0,True,0,0.6499999761581421,0.21205741167068481,0.7395366334422223,0.5259999997071105
1,0,3,False,1,0.550000011920929,0.4254613518714905,0.6841814055442375,0.6209999998295582
1,0,1,True,0,0.6000000238418579,0.4129822850227356,0.7113207692620573,0.6150000037195905
2,2,2,True,1,0.6000000238418579,0.40248969197273254,0.7113207692620573,0.6100000002618106
1,2,1,True,0,0.6000000238418579,0.3153149485588074,0.7113207692620573,0.5699999949628566
0,2,0,True,0,0.6499999761581421,0.19235841929912567,0.7395366334422223,0.5180000030009603
2,1,2,True,0,0.5,0.48412567377090454,0.658077503034407,0.6500000013936217
3,0,3,True,0,0.550000011920929,0.4439556896686554,0.6841814055442375,0.6299999975354973
1,1,1,True,1,0.4000000059604645,0.48412567377090454,0.6088195772640365,0.6500000013936217
1,1,0,False,1,0.44999998807907104,0.21205741167068481,0.6329695552826582,0.5259999997071105
1,0,1,True,1,0.6000000238418579,0.39826855063438416,0.7113207692620573,0.6079999975326807
3,2,3,True,1,0.6000000238418579,0.3354511559009552,0.7113207692620573,0.5789999971512589
2,2,2,True,0,0.6000000238418579,0.33322933316230774,0.7113207692620573,0.5780000053118328
3,2,3,True,0,0.699999988079071,0.48412567377090454,0.768871768122878,0.6500000013936217
1,1,1,True,0,0.44999998807907104,0.328774094581604,0.6329695552826582,0.5760000046448289
0,3,0,True,1,0.30000001192092896,0.38338443636894226,0.5632486689650297,0.6009999943513901
1,2,1,True,0,1.0,0.3153149485588074,0.971,0.5699999949628566
2,1,2,True,1,0.44999998807907104,0.5037494897842407,0.6329695552826582,0.6600000042038996
0,1,0,True,0,0.5,0.3790999948978424,0.658077503034407,0.5989999996127661
0,0,0,True,0,0.6000000238418579,0.4171554446220398,0.7113207692620573,0.6169999996816915
3,2,3,True,1,0.699999988079071,0.14689980447292328,0.768871768122878,0.5000000028082926
2,1,2,True,0,0.5,0.33766916394233704,0.658077503034407,0.5799999977030665
3,0,3,True,0,0.550000011920929,0.33766916394233704,0.6841814055442375,0.5799999977030665
